brand,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
BMW,33000,Dealer,Diesel,Automatic,16.46,2993,5,3495000
Honda,29675,Dealer,Petrol,Automatic,18.0,1497,5,795000
Maruti,14286,Dealer,Petrol,Manual,23.1,998,5,395000
Hyundai,40000,Dealer,Diesel,Manual,21.9,1396,5,739000
Mercedes-Benz,33999,Dealer,Petrol,Manual,12.3,1796,5,1350000
Maruti,40000,Individual,Petrol,Manual,19.1,1197,5,400000
Maruti,53000,Dealer,Diesel,Manual,22.9,1248,5,395000
Maruti,23150,Dealer,Petrol,Automatic,23.95,998,5,394000
Mahindra,15001,Dealer,Diesel,Manual,17.3,1497,7,1375000
Toyota,63000,Dealer,Diesel,Manual,12.99,2494,8,1200000
ISUZU,65029,Dealer,Diesel,Automatic,13.8,2999,7,1895000
Tata,32400,Dealer,Petrol,Automatic,23.84,1199,5,500000
Maruti,61000,Dealer,Diesel,Manual,28.4,1248,5,590000
Maruti,41600,Dealer,Petrol,Manual,15.37,1196,7,321000
Maruti,48300,Individual,Petrol,Manual,18.9,998,5,240000
Maruti,5000,Individual,Petrol,Manual,21.21,1197,5,745000
Toyota,105487,Dealer,Diesel,Manual,12.99,2494,8,835000
Maruti,18056,Dealer,Petrol,Manual,20.4,1197,5,460000
Mercedes-Benz,45000,Dealer,Diesel,Automatic,13.0,2143,5,2475000
Volkswagen,73000,Dealer,Petrol,Manual,16.47,1198,5,445000
Mahindra,15000,Individual,Diesel,Manual,13.6,2523,7,250000
Toyota,54287,Dealer,Diesel,Manual,13.68,2393,7,2190000
Tata,40000,Dealer,Diesel,Automatic,17.6,2179,7,1400000
BMW,43000,Dealer,Diesel,Automatic,18.59,2993,5,4650000
Mercedes-Benz,90000,Dealer,Diesel,Automatic,14.94,2143,5,1000000
BMW,46000,Dealer,Diesel,Automatic,22.48,1995,5,2850000
Hyundai,37900,Dealer,Diesel,Manual,21.9,1396,5,435000
Toyota,81000,Dealer,Petrol,Automatic,19.16,2494,5,1725000
Maruti,14550,Dealer,Petrol,Manual,21.4,1197,5,559000
BMW,102007,Dealer,Diesel,Automatic,20.68,1995,5,1350000
Hyundai,16443,Dealer,Petrol,Manual,19.1,1368,5,770000
Honda,10000,Individual,Petrol,Automatic,18.0,1497,5,1150000
Maruti,39757,Dealer,Petrol,Manual,20.51,998,5,298000
Maruti,61000,Dealer,Diesel,Manual,24.3,1248,5,1025000
Mahindra,85000,Dealer,Diesel,Manual,15.1,2179,7,850000
Maruti,50000,Individual,Petrol,Manual,17.5,1298,5,460000
Maruti,39600,Dealer,Petrol,Manual,15.37,1196,5,300000
Hyundai,60000,Individual,Petrol,Manual,17.92,1086,5,160000
Maruti,52606,Dealer,Petrol,Manual,18.9,998,5,370000
Audi,68370,Dealer,Diesel,Automatic,17.11,1968,5,1345000
Honda,70000,Individual,Diesel,Manual,26.0,1498,5,655000
Mahindra,30000,Individual,Diesel,Manual,25.32,1198,6,475000
Hyundai,80000,Individual,Diesel,Manual,24.0,1120,5,415000
Ford,73320,Dealer,Diesel,Manual,20.0,1399,5,275000
Maruti,80000,Individual,Diesel,Manual,24.52,1248,7,800000
Maruti,70000,Dealer,Diesel,Manual,22.9,1248,5,411000
Maruti,73000,Individual,Diesel,Manual,26.21,1248,5,545000
Hyundai,50000,Individual,Diesel,Manual,22.54,1396,5,600000
Maruti,17000,Dealer,Petrol,Manual,19.7,796,5,145000
Hyundai,50000,Individual,Diesel,Manual,16.2,1493,5,325000
Maruti,77000,Dealer,Diesel,Manual,25.2,1248,5,525000
Hyundai,13450,Dealer,Petrol,Manual,19.81,1086,5,290000
Honda,23000,Individual,Diesel,Manual,25.5,1498,5,1000000
Volkswagen,95000,Dealer,Diesel,Manual,20.54,1598,5,525000
Hyundai,55713,Dealer,Petrol,Manual,17.0,1197,5,350000
Maruti,49100,Dealer,Petrol,Manual,19.7,796,5,155000
BMW,56000,Dealer,Diesel,Automatic,16.46,2993,5,5385000
Hyundai,18500,Dealer,Petrol,Automatic,18.9,1197,5,635000
Maruti,51000,Dealer,Diesel,Manual,24.3,1248,5,825000
Maruti,20000,Dealer,Diesel,Automatic,28.4,1248,5,855000
Honda,48000,Dealer,Diesel,Manual,27.3,1498,5,550000
Skoda,71000,Dealer,Diesel,Automatic,21.66,1498,5,550000
Maruti,34197,Dealer,Petrol,Manual,16.11,1196,5,465000
Hyundai,27000,Dealer,Petrol,Manual,17.0,1197,5,580000
Toyota,72000,Dealer,Diesel,Manual,13.68,2393,7,1765000
Hyundai,50000,Dealer,Petrol,Manual,17.0,1197,5,550000
Skoda,49944,Dealer,Petrol,Manual,13.14,1798,5,470000
Maruti,12000,Individual,Petrol,Manual,19.1,1197,5,650000
Datsun,30000,Individual,Petrol,Manual,19.44,1198,7,300000
Maruti,60000,Individual,Petrol,Automatic,21.4,1197,5,600000
Maruti,35000,Individual,Diesel,Manual,24.52,1248,7,950000
Hyundai,12450,Dealer,Petrol,Manual,20.36,1197,5,395000
Hyundai,7500,Dealer,Petrol,Manual,18.9,1197,5,495000
Maruti,15680,Dealer,Petrol,Automatic,20.51,998,5,451000
Ford,15000,Individual,Petrol,Manual,17.0,1497,5,900000
Hyundai,15000,Dealer,Petrol,Automatic,18.9,1197,5,550000
Hyundai,58000,Dealer,Diesel,Manual,22.32,1582,5,515000
Maruti,70310,Dealer,Diesel,Manual,23.4,1248,5,575000
Volkswagen,44000,Dealer,Diesel,Manual,20.14,1498,5,675000
Mercedes-Benz,92000,Dealer,Diesel,Automatic,11.0,2987,5,525000
Maruti,17000,Dealer,Diesel,Manual,24.3,1248,5,895000
Maruti,29000,Dealer,Petrol,Manual,21.79,998,5,260000
Toyota,69000,Dealer,Diesel,Manual,12.99,2494,8,1099000
Maruti,50000,Dealer,Diesel,Manual,19.3,1248,5,730000
Ford,114231,Dealer,Petrol,Manual,15.6,1196,5,249000
Maruti,44046,Dealer,Diesel,Manual,28.09,1248,5,800000
Renault,15000,Dealer,Petrol,Manual,23.01,999,5,330000
Hyundai,72000,Dealer,Diesel,Automatic,22.32,1582,5,521000
Maruti,36000,Dealer,Diesel,Manual,24.3,1248,5,800000
BMW,67512,Dealer,Diesel,Automatic,18.48,1995,5,1250000
Skoda,19000,Dealer,Petrol,Manual,15.0,1598,5,725000
BMW,35000,Dealer,Diesel,Automatic,18.56,1995,5,3400000
Volkswagen,17000,Dealer,Petrol,Manual,18.78,999,5,635000
Mercedes-Benz,54000,Dealer,Diesel,Automatic,10.0,2148,5,1475000
Mahindra,60000,Individual,Diesel,Manual,16.55,2498,7,500000
Honda,20000,Dealer,Petrol,Automatic,19.0,1199,5,695000
Honda,60000,Dealer,Petrol,Manual,17.0,1497,5,365000
Renault,50000,Individual,Petrol,Manual,25.17,799,5,350000
Maruti,64874,Dealer,Diesel,Manual,25.2,1248,5,635000
Maruti,19000,Individual,Petrol,Manual,17.5,1373,7,750000
Renault,45000,Individual,Petrol,Manual,25.17,799,5,350000
Honda,70000,Individual,Diesel,Manual,26.0,1498,5,600000
Hyundai,64000,Dealer,Diesel,Manual,21.19,1396,5,695000
Volkswagen,55322,Dealer,Petrol,Manual,16.47,1198,5,421000
Maruti,19000,Dealer,Petrol,Manual,21.21,1197,5,741000
Skoda,47000,Dealer,Petrol,Manual,15.0,1598,5,485000
Honda,77433,Dealer,Petrol,Manual,12.8,1493,5,220000
Hyundai,16285,Dealer,Petrol,Manual,18.6,1197,5,675000
Tata,110000,Individual,Diesel,Manual,13.93,2179,7,290000
Ford,72569,Dealer,Diesel,Manual,22.7,1498,5,580000
Maruti,55000,Dealer,Diesel,Manual,20.77,1248,7,500000
Maruti,35000,Individual,Petrol,Manual,20.73,1373,5,800000
Renault,20000,Dealer,Petrol,Manual,25.17,799,5,375000
Hyundai,43000,Dealer,Petrol,Manual,18.6,1197,5,600000
Toyota,85000,Dealer,Diesel,Manual,11.5,2982,7,1000000
Maruti,40000,Individual,Diesel,Manual,25.2,1248,5,500000
Volkswagen,70000,Dealer,Diesel,Manual,20.54,1598,5,349000
Datsun,40000,Individual,Petrol,Manual,19.44,1198,7,421000
Maruti,30000,Individual,Petrol,Manual,23.95,998,5,350000
Skoda,68000,Dealer,Diesel,Automatic,17.2,1968,5,1275000
Honda,47745,Dealer,Diesel,Manual,27.4,1498,5,450000
BMW,38000,Dealer,Diesel,Automatic,19.59,1995,5,2250000
Hyundai,76000,Individual,Petrol,Manual,19.81,1086,5,270000
Tata,36313,Dealer,Petrol,Manual,23.84,1199,5,441000
Maruti,56200,Dealer,Diesel,Manual,23.4,1248,5,485000
Maruti,89000,Dealer,Diesel,Manual,19.3,1248,5,565000
Maruti,49000,Dealer,Diesel,Manual,24.52,1248,7,925000
Maruti,35000,Individual,Petrol,Manual,20.51,998,5,370000
Maruti,50000,Individual,Petrol,Manual,20.4,1197,5,425000
Maruti,40000,Dealer,Diesel,Automatic,28.4,1248,5,825000
Maruti,48828,Dealer,Petrol,Manual,22.74,796,5,275000
Maruti,87600,Dealer,Diesel,Manual,25.2,1248,5,465000
BMW,76728,Dealer,Diesel,Automatic,22.69,1995,5,1050000
Ford,35000,Individual,Petrol,Manual,15.6,1196,5,275000
Hyundai,100000,Individual,Diesel,Manual,23.5,1396,5,485000
Renault,27000,Individual,Petrol,Automatic,24.04,999,5,460000
Datsun,20000,Individual,Petrol,Manual,20.63,1198,5,250000
Mahindra,10000,Individual,Diesel,Manual,21.0,1498,7,600000
Maruti,62428,Dealer,Diesel,Manual,24.3,1248,5,900000
Mahindra,71000,Dealer,Diesel,Manual,10.5,2609,7,390000
Honda,45000,Dealer,Diesel,Manual,26.0,1498,5,675000
Mahindra,82000,Dealer,Diesel,Manual,16.0,2179,7,690000
Tata,32000,Dealer,Petrol,Manual,23.84,1199,5,465000
Hyundai,40000,Individual,Petrol,Manual,18.6,1197,5,630000
Maruti,60000,Individual,Petrol,Manual,19.7,796,5,150000
Maruti,18914,Dealer,Petrol,Manual,20.4,1197,5,500000
Volkswagen,49000,Dealer,Diesel,Manual,22.07,1199,5,380000
Honda,41000,Dealer,Petrol,Automatic,18.1,1199,5,575000
Skoda,74601,Dealer,Diesel,Manual,21.13,1498,5,611000
Hyundai,61000,Dealer,Diesel,Automatic,19.08,1582,5,760000
Maruti,50000,Individual,Diesel,Manual,19.3,1248,5,300000
Renault,60000,Dealer,Petrol,Manual,23.01,999,5,315000
Tata,80000,Individual,Diesel,Manual,14.0,2179,7,600000
Jaguar,25000,Dealer,Diesel,Automatic,14.74,2993,5,2790000
Maruti,36836,Dealer,Petrol,Automatic,23.1,998,5,460000
Hyundai,7000,Dealer,Petrol,Manual,17.7,1497,5,665000
BMW,30000,Dealer,Diesel,Automatic,9.52,2993,4,4100000
Hyundai,60000,Individual,Petrol,Manual,20.36,1197,5,200000
Maruti,35000,Dealer,Diesel,Automatic,28.4,1248,5,770000
Maruti,20000,Individual,Petrol,Manual,19.7,796,5,170000
Maruti,33700,Dealer,Petrol,Manual,20.92,998,5,200000
Hyundai,96000,Dealer,Petrol,Manual,17.0,1197,5,275000
Maruti,4933,Dealer,Petrol,Manual,21.4,1197,5,710000
Audi,52000,Dealer,Diesel,Automatic,16.55,1968,5,1500000
Hyundai,83000,Dealer,Diesel,Automatic,18.23,1582,5,841000
BMW,60000,Dealer,Diesel,Automatic,14.49,2993,5,3900000
Mahindra,87000,Dealer,Diesel,Manual,25.32,1198,6,450000
Hyundai,75518,Dealer,Petrol,Manual,18.5,1197,5,390000
Maruti,13355,Dealer,Petrol,Manual,21.4,1197,5,565000
Maruti,49000,Dealer,Petrol,Manual,20.73,1373,5,575000
Honda,26000,Individual,Petrol,Manual,18.7,1199,5,700000
Ford,10000,Individual,Petrol,Automatic,14.8,1497,5,950000
Maruti,27000,Individual,Petrol,Automatic,20.51,998,5,550000
Maruti,30000,Individual,Petrol,Manual,20.89,1197,5,415000
Skoda,55300,Dealer,Diesel,Automatic,21.66,1498,5,650000
Maruti,23000,Dealer,Diesel,Manual,25.47,1248,7,899000
Maruti,25000,Dealer,Petrol,Automatic,21.79,998,5,425000
Maruti,15068,Dealer,Petrol,Manual,21.4,1197,5,560000
Hyundai,97000,Dealer,Petrol,Manual,17.01,1591,5,510000
Volkswagen,44900,Dealer,Petrol,Automatic,17.2,1197,5,495000
Hyundai,40000,Individual,Petrol,Manual,19.81,1086,5,295000
Hyundai,4075,Dealer,Petrol,Automatic,20.3,1086,5,550000
Jaguar,10000,Individual,Diesel,Automatic,16.38,1999,5,6300000
Jeep,45212,Dealer,Diesel,Manual,16.3,1956,5,1598000
Maruti,10415,Dealer,Petrol,Manual,20.89,1197,5,491000
Hyundai,28854,Dealer,Petrol,Manual,18.9,1197,5,535000
Maruti,25000,Individual,Diesel,Manual,28.4,1248,5,754000
BMW,30000,Individual,Petrol,Automatic,15.34,1998,5,4000000
BMW,54000,Dealer,Diesel,Automatic,18.88,1995,5,1245000
Maruti,27000,Dealer,Petrol,Manual,18.9,998,5,185000
Maruti,74000,Individual,Diesel,Manual,24.2,1498,7,964000
Hyundai,76000,Dealer,Diesel,Manual,21.9,1396,5,375000
Maruti,23493,Dealer,Petrol,Manual,24.7,796,5,319000
Volkswagen,37900,Dealer,Petrol,Automatic,18.19,1197,5,749000
Volkswagen,47123,Dealer,Petrol,Manual,15.04,1598,5,311000
Renault,29000,Dealer,Petrol,Automatic,24.04,999,5,400000
Honda,14000,Dealer,Petrol,Automatic,18.2,1199,5,680000
Mahindra,35000,Dealer,Diesel,Manual,16.0,2179,7,1395000
Hyundai,69000,Dealer,Petrol,Manual,18.5,1197,5,245000
Mahindra,80000,Dealer,Diesel,Manual,12.05,2179,8,400000
Mahindra,65253,Dealer,Diesel,Manual,12.05,2179,8,448000
Skoda,78010,Dealer,Diesel,Automatic,21.66,1498,5,660000
Hyundai,17500,Individual,Petrol,Manual,18.9,1197,5,500000
Renault,21000,Dealer,Petrol,Manual,22.3,799,5,300000
Maruti,28000,Dealer,Petrol,Manual,18.9,998,5,390000
Hyundai,70000,Dealer,Diesel,Automatic,22.32,1582,5,480000
Datsun,3200,Dealer,Petrol,Automatic,23.0,999,5,346000
Tata,100000,Individual,Diesel,Manual,14.1,2179,7,900000
Honda,24000,Dealer,Petrol,Automatic,18.0,1497,5,825000
Maruti,76000,Dealer,Diesel,Manual,24.52,1248,7,825000
Mahindra,70000,Individual,Diesel,Manual,16.5,1493,7,700000
Hyundai,112300,Individual,Petrol,Manual,18.6,1197,5,535000
Skoda,66000,Dealer,Diesel,Automatic,21.66,1498,5,580000
Hyundai,61000,Dealer,Diesel,Manual,24.0,1120,5,425000
Maruti,28314,Dealer,Petrol,Manual,23.1,998,5,490000
Hyundai,23000,Dealer,Petrol,Manual,17.0,1197,5,275000
Hyundai,4000,Dealer,Petrol,Automatic,18.15,998,5,1185000
Mahindra,42485,Dealer,Diesel,Manual,16.0,2179,7,1350000
Volkswagen,87000,Dealer,Petrol,Automatic,17.21,1197,5,600000
Hyundai,15000,Dealer,Petrol,Automatic,18.9,1197,5,525000
Tata,2500,Dealer,Petrol,Automatic,23.84,1199,5,495000
Hyundai,8000,Dealer,Petrol,Automatic,17.0,1591,5,1250000
BMW,21119,Dealer,Diesel,Automatic,16.46,2993,5,7500000
Toyota,35000,Dealer,Diesel,Manual,13.68,2393,7,2000000
Maruti,32000,Dealer,Petrol,Manual,17.5,1373,7,810000
Jaguar,45000,Individual,Diesel,Automatic,14.74,2993,5,2800000
BMW,46000,Dealer,Diesel,Automatic,15.97,2993,5,3850000
Maruti,73000,Dealer,Diesel,Manual,22.9,1248,5,385000
Maruti,23000,Dealer,Petrol,Manual,21.01,1197,5,600000
Maruti,120000,Individual,Diesel,Manual,23.4,1248,5,475000
Hyundai,30588,Dealer,Petrol,Manual,16.2,1599,5,490000
Hyundai,14577,Dealer,Petrol,Manual,18.6,1197,5,625000
Maruti,55000,Dealer,Petrol,Manual,22.0,1197,5,530000
Maruti,33000,Dealer,Diesel,Manual,28.09,1248,5,1000000
Ford,55000,Individual,Diesel,Manual,20.0,1399,5,250000
Honda,90000,Dealer,Petrol,Automatic,18.0,1497,5,725000
Maruti,6800,Dealer,Petrol,Manual,23.95,998,5,375000
Mahindra,68192,Dealer,Diesel,Manual,15.1,2179,7,699000
Toyota,105000,Dealer,Petrol,Manual,12.4,1998,8,675000
Volkswagen,52455,Dealer,Diesel,Manual,20.54,1598,5,565000
Hyundai,66266,Dealer,Diesel,Manual,21.27,1396,5,545000
Maruti,41974,Dealer,Diesel,Manual,24.52,1248,7,811000
Porsche,110000,Dealer,Diesel,Automatic,15.15,2967,5,4500000
Maruti,84000,Dealer,Diesel,Manual,24.52,1248,7,825000
Maruti,106000,Individual,Diesel,Manual,19.3,1248,5,370000
Maruti,25000,Individual,Petrol,Manual,15.37,1196,5,411000
Honda,63762,Dealer,Diesel,Manual,25.1,1498,5,650000
Kia,11800,Dealer,Diesel,Automatic,17.8,1493,5,1810000
Audi,76000,Dealer,Diesel,Automatic,16.55,1968,5,1375000
Hyundai,56328,Dealer,Diesel,Manual,21.9,1396,5,370000
Tata,19247,Dealer,Petrol,Automatic,24.0,1199,5,550000
Mahindra,42000,Dealer,Diesel,Manual,15.1,2179,7,950000
Toyota,67000,Dealer,Diesel,Manual,13.68,2393,7,1550000
Hyundai,67817,Dealer,Petrol,Manual,20.36,1197,5,465000
Maruti,40000,Dealer,Petrol,Manual,20.73,1373,5,715000
Maruti,3600,Individual,Petrol,Manual,24.7,796,5,318000
Honda,73000,Dealer,Petrol,Manual,18.0,1198,5,450000
Toyota,75000,Dealer,Diesel,Automatic,12.55,2982,7,1525000
Maruti,90000,Individual,Diesel,Manual,24.3,1248,5,750000
Maruti,30000,Individual,Petrol,Manual,20.89,1197,5,500000
BMW,95000,Dealer,Diesel,Automatic,11.0,2993,5,2150000
Hyundai,73000,Dealer,Petrol,Manual,19.81,1086,5,375000
Hyundai,40000,Individual,Petrol,Manual,18.9,1197,5,485000
Datsun,58000,Individual,Petrol,Manual,20.63,1198,5,360000
Maruti,71000,Dealer,Petrol,Manual,20.73,1373,5,600000
Ford,71500,Dealer,Diesel,Manual,21.7,1498,5,690000
Maruti,71200,Dealer,Diesel,Manual,19.3,1248,5,465000
Maruti,41000,Dealer,Diesel,Manual,28.09,1248,5,750000
Hyundai,65512,Dealer,Diesel,Manual,22.32,1582,5,585000
Ford,37000,Dealer,Petrol,Automatic,15.63,1499,5,665000
Tata,20000,Individual,Diesel,Manual,17.0,1956,5,1750000
Mahindra,51000,Dealer,Diesel,Manual,15.4,2523,9,760000
Hyundai,50000,Individual,Petrol,Manual,17.92,1086,5,250000
Hyundai,11510,Dealer,Diesel,Manual,24.0,1186,5,550000
Mahindra,100000,Individual,Diesel,Manual,15.4,2179,8,800000
Mahindra,50000,Dealer,Diesel,Manual,25.32,1198,6,490000
Maruti,117962,Individual,Diesel,Manual,25.2,1248,5,480000
Maruti,115000,Dealer,Diesel,Manual,28.09,1248,5,655000
Hyundai,50000,Individual,Diesel,Manual,19.67,1582,5,1100000
Maruti,1300,Dealer,Petrol,Automatic,21.4,1197,5,890000
Jaguar,29000,Dealer,Diesel,Automatic,16.36,2179,5,3200000
Hyundai,94000,Dealer,Petrol,Automatic,16.95,1197,5,355000
Maruti,43500,Individual,Diesel,Manual,19.3,1248,5,420000
Maruti,30000,Individual,Petrol,Manual,15.37,1196,5,250000
Tata,80000,Individual,Petrol,Manual,23.84,1199,5,420000
Hyundai,103247,Dealer,Diesel,Manual,22.32,1582,5,740000
Honda,100000,Individual,Petrol,Manual,17.7,1497,5,225000
Mercedes-Benz,107591,Dealer,Diesel,Automatic,11.0,2987,5,1200000
Hyundai,15000,Individual,Diesel,Manual,22.1,1396,5,1350000
Maruti,9691,Dealer,Diesel,Manual,28.4,1248,5,822000
Renault,87000,Dealer,Petrol,Manual,22.3,799,5,325000
Renault,37000,Individual,Petrol,Manual,25.17,799,5,350000
Maruti,46700,Dealer,Diesel,Manual,22.9,1248,5,270000
Mercedes-Benz,47000,Dealer,Diesel,Automatic,11.0,2987,7,6600000
Mercedes-Benz,50000,Individual,Diesel,Automatic,13.5,2987,5,3000000
Honda,120000,Individual,Diesel,Manual,26.0,1498,5,600000
Hyundai,45000,Dealer,Petrol,Automatic,19.2,1197,5,385000
Honda,69000,Dealer,Diesel,Automatic,23.8,1498,5,860000
Honda,30000,Individual,Diesel,Manual,27.4,1498,5,700000
Hyundai,40000,Individual,Petrol,Manual,18.6,1197,5,750000
Tata,60000,Individual,Diesel,Manual,11.57,2179,7,190000
Maruti,49000,Dealer,Petrol,Manual,21.21,1197,5,490000
Maruti,70000,Individual,Petrol,Manual,19.7,796,5,200000
Renault,70000,Dealer,Diesel,Manual,19.64,1461,5,775000
Tata,18900,Dealer,Petrol,Automatic,23.84,1199,5,550000
Hyundai,15000,Individual,Petrol,Manual,20.36,1197,5,400000
Maruti,34000,Dealer,Diesel,Manual,24.3,1248,5,950000
Hyundai,30700,Dealer,Diesel,Manual,23.9,1582,5,925000
Kia,5000,Individual,Diesel,Manual,20.8,1493,5,1549000
Maruti,21500,Individual,Petrol,Manual,21.21,1197,5,650000
Maruti,55294,Individual,Petrol,Manual,20.92,998,5,251000
Maruti,10000,Individual,Diesel,Manual,28.4,1248,5,800000
Maruti,20000,Individual,Petrol,Manual,18.6,1197,5,350000
Toyota,78000,Dealer,Diesel,Manual,12.99,2494,8,1030000
Maruti,77000,Individual,Petrol,Manual,18.9,1061,5,150000
Maruti,72859,Dealer,Diesel,Manual,20.77,1248,7,600000
Ford,77984,Dealer,Diesel,Manual,22.7,1498,5,565000
Mercedes-Benz,70000,Individual,Diesel,Automatic,14.84,2143,5,1350000
Hyundai,43000,Dealer,Petrol,Manual,18.9,1197,5,380000
Audi,129000,Dealer,Diesel,Automatic,12.07,2967,7,1950000
Mahindra,75000,Dealer,Diesel,Manual,15.96,2523,7,435000
Mahindra,16000,Dealer,Diesel,Manual,16.55,2498,6,970000
Ford,60000,Dealer,Diesel,Manual,20.0,1399,5,250000
Volkswagen,37326,Dealer,Petrol,Manual,18.78,999,5,550000
Maruti,48255,Dealer,Petrol,Manual,22.74,796,5,250000
Maruti,45215,Dealer,Petrol,Automatic,21.4,1197,5,698000
Renault,33000,Dealer,Petrol,Automatic,24.04,999,5,395000
Hyundai,20000,Individual,Petrol,Manual,17.7,1591,5,775000
Maruti,57000,Individual,Diesel,Manual,28.4,1248,5,750000
Honda,2000,Dealer,Petrol,Manual,17.8,1498,5,1000000
Hyundai,31700,Individual,Diesel,Manual,19.67,1582,5,1350000
Honda,59000,Dealer,Petrol,Automatic,18.0,1497,5,900000
Isuzu,51000,Individual,Diesel,Manual,12.4,2499,5,1250000
Maruti,77500,Individual,Diesel,Manual,26.59,1248,5,480000
Maruti,8000,Individual,Petrol,Manual,21.21,1197,5,539000
Ford,24000,Dealer,Diesel,Manual,25.83,1498,5,690000
Ford,18890,Dealer,Diesel,Manual,23.0,1498,5,1025000
Hyundai,5000,Individual,Petrol,Manual,18.9,1197,5,525000
Hyundai,41000,Dealer,Petrol,Automatic,19.2,1197,5,385000
Maruti,40330,Individual,Petrol,Manual,20.51,998,5,290000
BMW,40000,Dealer,Diesel,Automatic,19.62,1998,5,3450000
Skoda,98000,Dealer,Diesel,Manual,21.14,1498,5,635000
BMW,66000,Dealer,Diesel,Automatic,16.09,1995,5,2675000
Tata,50000,Individual,Diesel,Manual,21.5,1497,5,950000
Maruti,36000,Dealer,Petrol,Automatic,23.1,998,5,545000
Ford,77000,Dealer,Diesel,Manual,20.0,1399,5,325000
Maruti,58802,Dealer,Petrol,Manual,18.9,998,5,425000
Ford,38959,Dealer,Diesel,Manual,23.0,1498,5,825000
Maruti,37000,Dealer,Petrol,Manual,24.7,796,5,349000
Volkswagen,56000,Dealer,Petrol,Automatic,18.19,1197,5,750000
Maruti,91000,Dealer,Diesel,Manual,23.4,1248,5,580000
Toyota,110000,Dealer,Diesel,Manual,11.5,2982,7,1250000
Volkswagen,100000,Individual,Diesel,Manual,20.14,1498,5,615000
Hyundai,68000,Dealer,Petrol,Automatic,16.95,1197,5,370000
Maruti,78000,Dealer,Petrol,Manual,18.9,998,5,160000
Maruti,20000,Individual,Petrol,Manual,23.95,998,5,370000
Audi,85000,Individual,Diesel,Automatic,17.68,1968,5,1550000
Hyundai,60000,Dealer,Diesel,Automatic,19.5,1582,5,750000
Hyundai,30000,Individual,Petrol,Manual,18.6,1197,5,600000
Hyundai,34800,Dealer,Petrol,Manual,13.0,1591,5,1150000
Skoda,30000,Dealer,Petrol,Automatic,14.67,1798,5,1950000
Honda,38000,Dealer,Petrol,Manual,17.8,1497,5,575000
Toyota,124000,Dealer,Diesel,Manual,13.0,2982,7,1700000
Ford,70000,Individual,Diesel,Manual,20.0,1399,5,195000
Hyundai,50979,Dealer,Petrol,Manual,19.81,1086,5,445000
Maruti,65000,Dealer,Diesel,Manual,24.52,1248,7,700000
Maruti,45782,Dealer,Diesel,Manual,19.3,1248,5,410000
Maruti,26917,Dealer,Petrol,Manual,21.01,1197,5,645000
Maruti,35000,Individual,Petrol,Manual,19.7,796,5,115000
BMW,90000,Dealer,Diesel,Automatic,18.88,1995,5,1375000
Maruti,15000,Individual,Petrol,Manual,22.74,796,5,262000
Honda,70000,Dealer,Diesel,Manual,27.3,1498,5,625000
Maruti,83000,Dealer,Diesel,Manual,24.3,1248,5,785000
Maruti,61000,Individual,Diesel,Manual,26.59,1248,5,510000
Maruti,64521,Dealer,Petrol,Manual,14.0,1061,5,205000
Maruti,11000,Individual,Diesel,Manual,24.3,1248,5,900000
Hyundai,70000,Individual,Diesel,Manual,22.32,1582,5,550000
Kia,6000,Individual,Petrol,Manual,16.1,1353,5,1635000
Ford,25000,Individual,Diesel,Automatic,10.91,3198,7,3000000
Maruti,69001,Dealer,Petrol,Manual,17.3,1061,5,290000
Maruti,20000,Individual,Petrol,Manual,22.0,1197,5,610000
Maruti,56000,Dealer,Diesel,Manual,24.3,1248,5,814000
Maruti,60000,Dealer,Diesel,Manual,22.9,1248,5,390000
Hyundai,67000,Dealer,Diesel,Automatic,19.08,1582,5,650000
Mercedes-Benz,82000,Dealer,Diesel,Automatic,13.5,2987,5,2450000
Mahindra,70000,Individual,Diesel,Manual,15.1,2179,7,600000
Hyundai,91288,Dealer,Diesel,Manual,24.0,1120,5,583000
Mercedes-Benz,112000,Dealer,Diesel,Automatic,14.84,2143,5,1450000
Ford,75000,Individual,Petrol,Manual,18.16,1196,5,395000
Mahindra,67000,Dealer,Diesel,Manual,15.4,2179,7,925000
Hyundai,5000,Individual,Petrol,Manual,18.6,1197,5,750000
Honda,31000,Dealer,Petrol,Manual,17.0,1497,5,560000
Renault,44213,Dealer,Diesel,Manual,19.6,1461,5,745000
Maruti,30000,Individual,Petrol,Automatic,21.4,1197,5,700000
Honda,8000,Dealer,Diesel,Manual,27.4,1498,5,875000
BMW,76000,Dealer,Diesel,Automatic,22.69,1995,5,2700000
Maruti,68429,Dealer,Diesel,Manual,26.21,1248,5,797000
Hyundai,46861,Dealer,Petrol,Automatic,18.9,1197,5,571000
Honda,59000,Dealer,Diesel,Manual,25.8,1498,5,565000
Honda,33980,Dealer,Petrol,Manual,18.7,1199,5,630000
Maruti,25500,Individual,Petrol,Manual,21.21,1197,5,600000
Maruti,51479,Dealer,Petrol,Manual,19.7,796,5,195000
Maruti,30000,Individual,Petrol,Automatic,21.4,1197,5,620000
Tata,87000,Dealer,Diesel,Manual,21.5,1497,5,735000
Maruti,40000,Individual,Diesel,Manual,25.2,1248,5,650000
Renault,30000,Individual,Petrol,Manual,25.17,799,5,320000
Honda,29000,Dealer,Diesel,Manual,25.1,1498,5,1100000
